Year,Surface_Temperature,Net_TOA_Flux,Run_Type,Model,Simulation
1850,13.415643310546898,1.2989197,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1851,13.434564208984398,1.4963226,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1852,13.390527343750023,1.6724548,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1853,13.422723388671898,1.7632141,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1854,13.520135498046898,1.434082,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1855,13.519738769531273,1.7497864,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1856,13.546990966796898,0.97795105,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1857,13.355859375000023,1.579956,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1858,13.375695800781273,1.5323792,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1859,13.379815673828148,1.4453278,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1860,13.350091552734398,1.904541,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1861,13.503778076171898,1.309082,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1862,13.443780517578148,1.1856384,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1863,13.423547363281273,1.5797577,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1864,13.622155761718773,1.5858765,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1865,13.535028076171898,1.4774933,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1866,13.450067138671898,1.6941681,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1867,13.559289550781273,1.7563477,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1868,13.523309326171898,1.5651245,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1869,13.505548095703148,1.4979553,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1870,13.507531738281273,1.5534363,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1871,13.516656494140648,1.602478,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1872,13.552392578125023,1.6545563,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1873,13.479394531250023,1.4857025,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1874,13.513024902343773,2.0205078,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1875,13.634240722656273,1.0220947,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1876,13.423913574218773,2.024994,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1877,13.571588134765648,1.607666,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
1878,13.540460205078148,1.1992035,tas_fgco2,CNRM-CERFACS_CNRM-ESM2-1,r4i1p1f2
